Date,Close/Last,Volume,Open,High,Low,InflationRate
2021-01-29,156.28,9502087,160.247,160.635,154.75,1.3096774193548388
2021-02-01,161.58,8265129,157.37,162.4,156.49,1.3
2021-02-02,164.78,6926487,164.51,165.38,161.3,1.3107142857142857
2021-02-03,162.3,14156670,167.577,167.58,161.8,1.3214285714285714
2021-02-04,147.97,46141760,150.18,151.78,145.2,1.3321428571428573
2021-02-05,145.84,24695400,148.85,148.9,144.62,1.342857142857143
2021-02-08,147.38,12181640,147.1,147.6,145.3,1.375
2021-02-09,146.11,11681310,147.55,148.5,145.9,1.3857142857142857
2021-02-10,145.5,11701310,147.62,147.75,144.37,1.3964285714285716
2021-02-11,145.56,11600210,145.78,146.57,143.53,1.4071428571428573
2021-02-12,147.98,9155244,145.57,151.4,144.865,1.417857142857143
2021-02-16,147.16,10211880,149.0,149.74,146.06,1.4607142857142859
2021-02-17,144.75,11950270,145.825,146.89,143.4204,1.4714285714285715
2021-02-18,143.91,8411408,143.54,144.7,142.96,1.4821428571428572
2021-02-19,144.94,10012500,144.78,145.85,143.49,1.4928571428571429
2021-02-22,139.46,12763910,142.25,144.12,139.08,1.5250000000000001
2021-02-23,137.12,14425300,136.38,138.48,134.44,1.5357142857142858
2021-02-24,141.1,13146250,136.4,141.18,135.0924,1.5464285714285715
2021-02-25,135.53,12701090,139.56,140.83,135.02,1.5571428571428572
2021-02-26,136.19,11772560,136.76,138.15,134.7,1.567857142857143
2021-03-01,139.49,9428359,137.5,139.63,136.46,1.6
2021-03-02,137.04,8693234,140.0,140.1,136.77,1.6451612903225807
2021-03-03,131.66,14862730,135.6,136.1801,131.54,1.6903225806451614
2021-03-04,127.8,15831070,132.35,134.2,126.58,1.735483870967742
2021-03-05,129.75,13292040,130.92,131.166,125.4,1.7806451612903227
2021-03-08,123.2,15256060,129.0,129.7713,122.99,1.9161290322580646
2021-03-09,129.11,13130250,127.385,129.92,126.33,1.9612903225806453
2021-03-10,127.87,12492300,130.67,131.1,127.64,2.0064516129032257
2021-03-11,131.74,11920180,131.01,133.24,130.01,2.0516129032258066
2021-03-12,129.98,9365665,129.9,130.33,127.62,2.096774193548387
2021-03-15,131.64,7810042,130.06,131.76,129.12,2.232258064516129
2021-03-16,133.65,10434700,132.89,135.44,132.293,2.2774193548387096
2021-03-17,133.92,10781520,131.31,135.6,129.68,2.3225806451612905
2021-03-18,129.75,9587535,132.44,133.6,129.66,2.367741935483871
2021-03-19,131.02,17599880,129.79,132.48,129.17,2.412903225806452
2021-03-22,134.09,9036884,132.96,135.55,132.595,2.5483870967741935
2021-03-23,132.52,7425650,134.0,134.355,131.4119,2.5935483870967744
2021-03-24,127.18,10962260,132.99,133.06,127.11,2.638709677419355
2021-03-25,127.28,10460760,126.66,127.6384,124.39,2.6838709677419352
2021-03-26,132.99,11071560,127.06,133.35,127.04,2.729032258064516
2021-03-29,131.27,9750057,132.54,133.34,129.77,2.864516129032258
2021-03-30,130.11,7097298,130.17,131.24,129.065,2.9096774193548387
2021-03-31,132.59,8361293,130.96,133.52,130.57,2.9548387096774196
2021-04-01,137.79,14069560,134.5,138.4321,133.6,3.0
2021-04-05,140.33,12562770,139.04,140.5,138.23,3.1066666666666665
2021-04-06,138.06,9099981,139.85,140.23,137.635,3.1333333333333333
2021-04-07,139.43,6958516,138.33,139.95,137.4,3.16
2021-04-08,140.34,7304948,140.0,140.37,138.81,3.1866666666666665
2021-04-09,140.57,6033171,139.904,140.68,138.88,3.2133333333333334
2021-04-12,137.44,10355530,138.86,139.89,136.05,3.2933333333333334
2021-04-13,137.3,9225208,138.38,138.77,135.75,3.32
2021-04-14,134.75,9967790,137.08,137.84,133.91,3.3466666666666667
2021-04-15,137.84,11733240,136.0,137.99,135.57,3.373333333333333
2021-04-16,138.21,6583895,137.62,139.005,136.65,3.4
2021-04-19,135.25,8728948,136.9,137.05,134.085,3.48
2021-04-20,133.4,7473703,134.55,134.78,132.79,3.506666666666667
2021-04-21,136.19,7237924,132.82,136.365,132.5,3.533333333333333
2021-04-22,132.97,8345144,135.37,135.96,132.47,3.56
2021-04-23,135.43,7669057,133.74,136.1064,133.535,3.5866666666666664
2021-04-26,138.96,9715383,135.33,139.69,135.12,3.6666666666666665
2021-04-27,138.01,9284499,138.71,139.38,136.98,3.6933333333333334
2021-04-28,136.57,13118140,138.17,138.2731,135.75,3.7199999999999998
2021-04-29,142.68,20502140,145.01,145.2965,140.67,3.7466666666666666
2021-04-30,138.8,11374600,141.07,142.09,138.26,3.7733333333333334
2021-05-03,137.43,7920307,139.7,139.76,136.87,3.8451612903225807
2021-05-04,134.12,11996280,136.0,136.0,132.42,3.867741935483871
2021-05-05,134.65,6285459,136.08,136.45,134.11,3.890322580645161
2021-05-06,136.0,8352536,134.49,136.54,133.095,3.9129032258064513
2021-05-07,137.85,6893704,136.937,138.69,136.29,3.935483870967742
2021-05-10,128.94,19537230,136.02,136.68,128.82,4.003225806451613
2021-05-11,128.37,11947960,125.25,128.56,124.77,4.025806451612903
2021-05-12,124.62,13529630,126.029,127.13,123.68,4.048387096774193
2021-05-13,127.11,10635090,127.12,128.48,125.87,4.070967741935484
2021-05-14,130.15,9391122,128.63,131.42,127.81,4.093548387096774
2021-05-17,129.8,5913245,129.29,129.83,127.71,4.161290322580645
2021-05-18,128.91,8651133,130.64,131.24,128.79,4.183870967741935
2021-05-19,130.66,8112930,127.185,130.83,126.45,4.2064516129032254
2021-05-20,132.64,9208354,131.529,133.28,131.46,4.229032258064516
2021-05-21,131.46,8673957,132.14,132.6897,130.49,4.251612903225807
2021-05-24,132.91,8229331,131.33,134.0,131.33,4.319354838709677
2021-05-25,133.75,7271428,133.54,134.3,132.8,4.341935483870968
2021-05-26,133.09,6663325,133.87,134.52,132.22,4.364516129032258
2021-05-27,133.64,7379260,132.73,134.64,132.71,4.387096774193548
2021-05-28,134.54,7044084,134.154,135.64,133.95,4.409677419354839
2021-06-01,133.94,7059614,135.104,136.07,133.53,4.5
2021-06-02,133.82,6025988,133.18,134.73,132.47,4.493333333333333
2021-06-03,131.78,6643997,132.65,133.39,131.42,4.486666666666666
2021-06-04,134.34,7416675,132.525,135.05,132.2,4.48
2021-06-07,133.32,5563253,133.7,133.77,132.64,4.46
2021-06-08,134.2,9657889,134.06,135.3895,133.0,4.453333333333333
2021-06-09,132.89,6717243,135.105,135.35,132.79,4.446666666666666
2021-06-10,134.22,5522273,133.05,135.1,132.58,4.4399999999999995
2021-06-11,134.62,6529894,133.8,134.65,133.65,4.433333333333334
2021-06-14,137.31,7912621,135.195,137.31,134.7869,4.413333333333333
2021-06-15,135.58,5723574,137.14,137.38,135.23,4.406666666666666
2021-06-16,134.95,7404737,136.47,137.05,133.66,4.4
2021-06-17,135.35,6618346,134.31,136.62,134.09,4.3933333333333335
2021-06-18,133.0,12753570,134.55,134.58,132.24,4.386666666666667
2021-06-21,133.96,6371423,133.05,135.1,132.66,4.366666666666666
2021-06-22,135.08,5976376,134.22,135.31,133.29,4.359999999999999
2021-06-23,135.52,6613763,134.89,136.23,134.81,4.3533333333333335
2021-06-24,137.92,7941660,136.619,138.51,136.35,4.346666666666667
2021-06-25,137.65,7949190,138.45,139.47,136.97,4.34
2021-06-28,139.72,6645474,138.23,140.17,137.98,4.32
2021-06-29,142.62,6885355,139.632,142.95,139.25,4.3133333333333335
2021-06-30,142.93,6449659,142.35,143.628,141.84,4.306666666666667
2021-07-01,140.8,6094085,142.91,143.02,140.35,4.3
2021-07-02,142.58,5399721,141.99,142.68,141.25,4.290322580645161
2021-07-06,141.19,7095210,143.0,143.18,139.68,4.251612903225806
2021-07-07,139.97,5034862,142.24,142.36,139.0612,4.241935483870968
2021-07-08,138.29,7501092,137.72,138.87,135.6,4.232258064516129
2021-07-09,141.43,7356808,137.89,141.73,137.81,4.22258064516129
2021-07-12,142.47,6786522,141.4,143.02,141.2,4.193548387096774
2021-07-13,141.18,5657645,142.44,142.66,140.42,4.183870967741935
2021-07-14,143.75,11305730,143.5,146.34,142.5,4.174193548387096
2021-07-15,141.46,6667440,144.12,144.14,140.72,4.164516129032258
2021-07-16,139.71,5914325,141.87,142.51,139.53,4.154838709677419
2021-07-19,138.79,9371342,138.325,138.895,136.81,4.125806451612903
2021-07-20,139.55,6020445,139.02,140.42,137.2,4.116129032258065
2021-07-21,142.17,6162215,139.65,142.22,139.65,4.106451612903226
2021-07-22,142.44,3862571,142.0,142.85,141.5,4.096774193548387
2021-07-23,144.88,6310362,143.45,144.99,142.03,4.087096774193548
2021-07-26,143.5,6253904,143.95,144.3781,142.24,4.058064516129032
2021-07-27,140.93,7575761,142.49,143.0,138.21,4.048387096774194
2021-07-28,142.44,9303418,141.27,142.91,140.14,4.038709677419355
2021-07-29,150.99,19446920,146.5,151.52,146.41,4.029032258064516
2021-07-30,149.8,8404794,149.2,150.41,148.36,4.019354838709678
2021-08-02,148.86,10823830,150.0,152.28,148.21,4.0
2021-08-03,147.95,6223384,148.91,149.58,146.56,4.0
2021-08-04,148.22,5556400,148.02,149.2,147.33,4.0
2021-08-05,146.83,7169204,147.24,147.47,144.5673,4.0
2021-08-06,146.28,5733256,146.13,148.23,145.92,4.0
2021-08-09,146.92,4966607,146.79,147.7178,145.75,4.0
2021-08-10,145.87,4197116,147.32,147.5,142.4,4.0
2021-08-11,146.68,6215983,146.06,146.79,144.4,4.0
2021-08-12,147.15,5778056,147.76,148.0,146.39,4.0
2021-08-13,148.64,5764041,147.0,149.31,146.93,4.0
2021-08-16,148.13,4410945,148.4,149.08,146.72,4.0
2021-08-17,144.41,7256805,146.95,147.0,143.5701,4.0
2021-08-18,142.18,6546524,143.84,144.655,141.98,4.0
2021-08-19,140.61,8660978,140.65,141.45,138.96,4.0
2021-08-20,142.09,6140962,140.61,142.26,140.3,4.0
2021-08-23,144.14,6936893,142.653,144.61,142.35,4.0
2021-08-24,144.46,7066814,144.59,145.5925,143.8433,4.0
2021-08-25,143.87,5721635,144.46,145.43,143.465,4.0
2021-08-26,142.38,6825131,143.19,143.76,141.62,4.0
2021-08-27,144.85,6274499,142.2,144.95,141.92,4.0
2021-08-30,145.94,5263612,145.59,147.86,145.555,4.0
2021-08-31,146.69,7820509,146.8,147.53,144.56,4.0
2021-09-01,146.45,6451408,146.84,148.1,146.22,4.0
2021-09-02,145.12,6007588,146.7,146.89,144.51,4.02
2021-09-03,144.63,5506586,145.12,145.99,144.2301,4.04
2021-09-07,143.75,6362270,144.675,144.76,143.12,4.12
2021-09-08,142.52,5981277,143.36,143.62,141.49,4.14
2021-09-09,141.58,6190783,142.47,143.54,141.45,4.16
2021-09-10,142.68,6263271,143.13,146.0,142.54,4.18
2021-09-13,143.41,4312803,144.02,144.73,142.03,4.24
2021-09-14,141.14,6442067,144.47,144.81,140.62,4.26
2021-09-15,138.24,11289100,140.805,141.0,137.52,4.279999999999999
2021-09-16,138.4,6719871,137.32,138.96,137.32,4.3
2021-09-17,133.6,14550480,137.81,138.0,133.14,4.319999999999999
2021-09-20,132.76,9647058,131.47,133.12,130.61,4.38
2021-09-21,131.75,6175312,133.587,133.91,131.28,4.3999999999999995
2021-09-22,133.01,5163043,132.59,133.49,131.98,4.42
2021-09-23,133.91,5918870,133.75,135.16,133.22,4.4399999999999995
2021-09-24,133.88,4554621,133.11,134.55,132.8001,4.46
2021-09-27,133.48,4319466,132.43,134.04,132.02,4.52
2021-09-28,129.9,8851657,131.75,132.7399,129.7,4.539999999999999
2021-09-29,129.28,7037221,130.59,131.45,128.89,4.56
2021-09-30,128.98,6982505,130.35,131.08,128.695,4.58
2021-10-01,128.71,6863724,129.8,130.02,126.47,4.6
2021-10-04,126.68,8470312,128.92,129.79,125.92,4.629032258064516
2021-10-05,127.53,9244310,126.13,128.77,125.69,4.638709677419355
2021-10-06,128.06,8513727,126.55,128.27,126.07,4.648387096774194
2021-10-07,127.84,8010556,129.265,130.72,127.59,4.658064516129032
2021-10-08,126.55,6920524,128.5912,128.5912,126.21,4.667741935483871
2021-10-11,124.94,6288235,126.055,127.23,124.88,4.696774193548387
2021-10-12,122.95,10531460,125.38,125.47,122.165,4.7064516129032254
2021-10-13,125.04,12380250,125.2,126.3199,123.52,4.716129032258064
2021-10-14,128.66,10639840,126.16,129.3,125.99,4.725806451612903
2021-10-15,130.2,7609677,129.02,130.4763,128.68,4.735483870967742
2021-10-18,130.12,5289973,129.32,130.27,128.2404,4.764516129032258
2021-10-19,132.5,7330727,131.017,132.8,130.32,4.774193548387097
2021-10-20,132.16,4804076,132.5,133.005,131.261,4.783870967741936
2021-10-21,133.05,4579172,132.0,133.26,131.4,4.7935483870967746
2021-10-22,131.62,5216154,132.9,133.69,131.43,4.803225806451613
2021-10-25,131.93,4876260,131.82,133.17,131.3,4.832258064516129
2021-10-26,131.94,5802241,132.9,133.788,131.066,4.841935483870968
2021-10-27,131.2,5090364,131.94,132.36,130.51,4.851612903225806
2021-10-28,133.69,5016737,131.99,133.83,131.87,4.861290322580645
2021-10-29,133.04,5251108,132.862,133.68,132.45,4.870967741935484
2021-11-01,134.81,6903023,132.44,134.87,132.44,4.9
2021-11-02,135.23,7321923,134.55,135.73,134.12,4.92
2021-11-03,138.48,13216020,135.75,138.85,135.04,4.94
2021-11-04,156.11,48321480,156.325,159.58,153.3,4.96
2021-11-05,163.03,27226580,157.075,168.55,155.91,4.98
2021-11-08,165.85,14541400,163.21,167.71,161.2775,5.04
2021-11-09,166.74,12353900,166.51,169.52,164.38,5.0600000000000005
2021-11-10,159.8,11327140,165.09,166.12,159.03,5.08
2021-11-11,164.42,7624181,161.8,165.5649,161.39,5.1000000000000005
2021-11-12,164.94,7370988,165.0,166.02,164.33,5.12
2021-11-15,168.51,12350190,166.5,169.94,165.81,5.18
2021-11-16,181.81,33338220,168.11,183.73,167.06,5.2
2021-11-17,183.54,21678880,180.79,186.33,178.63,5.22
2021-11-18,186.32,15542570,185.24,188.7221,182.75,5.24
2021-11-19,185.0,11891470,184.69,186.6,182.3,5.26
2021-11-22,181.4,16062820,181.11,188.77,180.98,5.32
2021-11-23,180.94,10698650,180.34,181.33,177.02,5.34
2021-11-24,180.71,7886158,179.52,180.78,177.33,5.36
2021-11-26,175.74,7835917,175.665,180.25,175.06,5.4
2021-11-29,183.74,10440510,179.48,184.07,179.0,5.46
2021-11-30,180.56,19309180,183.22,186.81,180.34,5.48
2021-12-01,175.63,10670610,180.885,183.15,175.32,5.5
2021-12-02,177.03,13101410,172.09,177.89,171.21,5.5
2021-12-03,176.51,12111800,178.04,180.27,173.71,5.5
2021-12-06,175.45,8577475,176.88,176.9802,172.27,5.5
2021-12-07,183.72,9910069,179.07,184.78,178.5,5.5
2021-12-08,182.63,4799371,183.01,183.72,180.78,5.5
2021-12-09,182.26,9398943,181.77,187.84,181.51,5.5
2021-12-10,183.88,6854798,185.55,185.55,181.15,5.5
2021-12-13,183.32,16346800,186.85,191.3,183.11,5.5
2021-12-14,181.98,8542798,181.2,183.9,179.41,5.5
2021-12-15,189.28,11082020,183.97,189.78,179.98,5.5
2021-12-16,178.15,14872970,190.304,192.68,176.11,5.5
2021-12-17,176.8,16264960,175.725,180.1195,175.02,5.5
2021-12-20,176.67,6306381,174.29,177.08,173.46,5.5
2021-12-21,179.58,7702376,179.38,180.15,174.22,5.5
2021-12-22,181.38,5227183,179.0,181.52,177.63,5.5
2021-12-23,182.74,4918896,181.53,183.71,181.38,5.5
2021-12-27,186.33,4867720,183.21,186.41,183.02,5.5
2021-12-28,184.82,5402761,186.59,186.73,183.49,5.5
2021-12-29,186.2,5417175,184.685,187.39,184.56,5.5
2021-12-30,182.73,4108415,185.88,186.5199,182.31,5.5
2021-12-31,182.87,4113292,183.31,185.145,182.6,5.5
2022-01-03,186.21,6004749,182.91,186.88,182.24,5.5
2022-01-04,187.23,8484173,187.0,188.93,181.01,5.5
2022-01-05,186.5,17141230,186.5,193.58,184.73,5.5
2022-01-06,185.95,9117654,184.52,188.47,183.0,5.5
2022-01-07,180.41,7386150,186.6,188.3582,180.12,5.5
2022-01-10,179.68,11159270,178.27,180.0,173.76,5.5
2022-01-11,185.4,9590950,179.19,185.65,177.22,5.5
2022-01-12,186.42,7317544,186.6,189.46,185.1852,5.5
2022-01-13,183.89,10190900,188.7,191.58,183.285,5.5
2022-01-14,188.69,9587265,182.8,190.09,182.01,5.5
2022-01-18,178.86,10483100,185.87,186.0,178.27,5.5
2022-01-19,172.47,10082730,180.57,181.2099,172.27,5.5
2022-01-20,166.5,9468486,174.53,174.99,166.29,5.5
2022-01-21,164.93,11898690,166.24,172.04,164.57,5.5
2022-01-24,170.07,17531650,162.18,170.82,158.6037,5.5
2022-01-25,165.45,10708460,166.17,170.32,161.2,5.5
2022-01-26,167.0,10492240,168.58,174.55,163.9,5.5
2022-01-27,161.2,10743020,169.31,171.45,160.61,5.5
2022-01-28,166.81,10320820,162.01,166.94,157.38,5.5
2022-01-31,175.76,11273470,167.06,175.95,165.8,5.5
2022-02-01,177.13,9724551,176.4447,177.4292,173.105,5.5
2022-02-02,188.2,25646260,180.94,188.64,180.26,5.5
2022-02-03,179.1,36120200,180.8,192.1,177.29,5.5
2022-02-04,179.47,15708360,178.99,182.41,176.81,5.5
2022-02-07,175.09,10376350,179.665,180.65,174.44,5.5
2022-02-08,178.59,10163940,174.305,179.2899,173.98,5.5
2022-02-09,183.95,9666910,181.4,184.0,178.95,5.5
2022-02-10,174.07,14362160,179.4,181.99,173.45,5.5
2022-02-11,164.64,13572010,174.7,175.48,163.55,5.5
2022-02-14,165.13,8381702,165.35,167.85,162.48,5.5
2022-02-15,173.0,11103160,169.0,173.96,168.25,5.5
2022-02-16,172.6,8340579,170.68,173.2083,168.26,5.5
2022-02-17,166.8,8878864,169.875,170.77,166.7,5.5
2022-02-18,167.64,9591679,167.47,170.445,164.24,5.5
2022-02-22,165.89,9835460,164.059,169.96,163.6,5.5
2022-02-23,161.62,9748987,166.65,169.16,161.32,5.5
2022-02-24,167.98,12566980,156.89,168.36,155.79,5.5
2022-02-25,170.93,7350249,167.61,171.09,165.6,5.5
2022-02-28,171.99,10638870,168.3,172.99,168.2,5.5
2022-03-01,163.69,10723340,170.96,171.84,161.72,5.5
2022-03-02,169.25,7299414,165.25,170.49,164.35,5.5
2022-03-03,165.35,8553861,170.67,170.825,164.5,5.5
2022-03-04,162.26,9059191,163.85,166.07,159.89,5.5
2022-03-07,150.1,13416100,162.32,163.16,150.0,5.5
2022-03-08,150.76,11878440,150.66,158.34,147.88,5.5
2022-03-09,157.11,9276774,156.01,158.48,154.17,5.5
2022-03-10,154.71,8888772,154.04,155.3,150.33,5.5
2022-03-11,152.34,7394419,157.95,158.32,152.02,5.5
2022-03-14,141.29,16154170,150.8,151.29,140.465,5.5
2022-03-15,144.21,13892970,142.5,144.43,139.05,5.5
2022-03-16,150.45,11727730,146.965,151.56,143.57,5.5
2022-03-17,152.83,8602938,149.19,152.94,146.58,5.5
2022-03-18,153.99,18454200,152.52,156.03,149.01,5.5
2022-03-21,155.59,8986357,153.99,157.71,152.81,5.5
2022-03-22,157.61,7220508,155.45,159.94,154.77,5.5
2022-03-23,152.87,7245568,156.11,157.21,152.58,5.5
2022-03-24,158.46,9261010,154.3,158.56,153.59,5.5
2022-03-25,157.97,7203782,157.97,158.46,155.18,5.5
2022-03-28,158.45,9470796,156.5,158.5,154.05,5.5
2022-03-29,161.07,10212360,161.21,161.3,156.65,5.5
2022-03-30,152.73,14777760,159.39,160.27,151.79,5.5
2022-03-31,152.82,13364240,152.885,155.14,151.03,5.5
2022-04-01,146.99,19762140,151.94,152.87,142.5648,5.5
2022-04-04,153.81,12143570,147.74,154.13,146.66,5.5
2022-04-05,145.46,15946150,151.81,152.01,145.27,5.5
2022-04-06,139.28,21054220,142.9,143.0,137.46,5.5
2022-04-07,139.22,10201210,139.79,141.49,136.92,5.5
2022-04-08,136.69,12992460,138.54,139.96,136.36,5.5
2022-04-11,135.36,11210360,134.292,137.61,133.69,5.5
2022-04-12,136.09,10591330,137.92,140.16,135.5,5.5
2022-04-13,140.5,10440840,137.54,142.59,136.48,5.5
2022-04-14,136.91,8002591,141.05,141.56,136.68,5.5
